split,global_index,inchi_key,smiles,formula,target_value
train,4053,DMIBVWGGWBJDKC-UHFFFAOYSA-N,O=C1c2ccc(-c3ccc(O)s3)cc2C(=O)c2cc(-c3ccc(O)s3)ccc21,,1.35
train,3974,BJARRLODZKZMHZ-VHXPQNKSSA-N,O=[N+]([O-])c1ncc(-c2ccc(N=Nc3ccc(-c4cnc([N+](=O)[O-])[nH]4)cc3)cc2)[nH]1,,1.47
train,1804,LUWQWMUIPWGHAU-UHFFFAOYSA-N,Cc1c[nH]c(C2=CC(=O)c3nc(C#N)cnc3C2=O)c1,,1.5
train,2517,PEVYPUXZUMRYSN-UHFFFAOYSA-N,COc1cn(C2=C(n3cc(OC)c4ccccc43)C(=O)c3ncccc3C2=O)c2ccccc12,,1.07
train,2052,MZIRVDLXEUKVRV-UHFFFAOYSA-N,N#CC1=CC=C(C2=C(C3=CC=C(C#N)C3)C(=O)c3ncc(C#N)cc3C2=O)C1,,1.75
train,3366,WTOYREGHRQUZPJ-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(c1nc(S)cs1)=C(c1nc(S)cs1)C2=O,,1.59
train,2670,RIWNHGYLFOZQAX-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C=C(c1ccc(OC(F)(F)F)s1)C2=O,,2.02
train,4189,GVVDRAQKLSEOPK-FMQUCBEESA-N,O=Cn1c(-c2ccc(N=Nc3ccc(-c4ccc([N+](=O)[O-])n4C=O)o3)o2)ccc1[N+](=O)[O-],,1.29
train,4698,QXXCIXLCGUQNJY-DQRAZIAOSA-N,Clc1ncc(-c2ccc(N=Nc3ccc(-c4cnc(Cl)[nH]4)s3)s2)[nH]1,,0.75
train,3496,XIOCMUIONUNCPE-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ccc(C)cc1)C2=O,,2.08
train,2832,SBGJIQAYRDNVMB-UHFFFAOYSA-N,Cc1cn(C2=CC(=O)c3nc(C#N)cc(C#N)c3C2=O)c2ccccc12,,1.36
train,1450,JOJMBEHBOJQKBM-UHFFFAOYSA-N,O=C1C(c2ncc(Cl)cn2)=C(c2ncc(Cl)cn2)C(=O)c2nccnc21,,2.75
train,565,DUAWPNLZNGCWRN-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ncc(Cl)s1)=CC2=O,,2.2
train,4999,YGSOAHYBMOOYFP-ISLYRVAYSA-N,O=[N+]([O-])c1csc(-c2ccc(N=Nc3ccc(-c4nc([N+](=O)[O-])cs4)o3)o2)n1,,1.37
train,1190,IKDNEJPUNCXDFJ-UHFFFAOYSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(c1ncc(S)s1)=C(c1ncc(S)s1)C2=O,,1.41
train,4293,IPQIOZJYRAIRCL-VHXPQNKSSA-N,N#Cc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(C#N)o4)[nH]3)[nH]2)o1,,0.5
train,1829,LXKJWOTZDXTIDQ-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=C(c3ccc(N=C(C)O)o3)C(=O)c3nccnc3C2=O)o1,,0.79
train,781,GJUOLLBSVJFWGB-YXNCQKNLSA-N,CN=CC1=C(C=NC)C(=O)c2c(ncc(C#N)c2C#N)C1=O,,1.89
train,1535,JYPMOCFJBRGCCM-UHFFFAOYSA-N,COc1cnc(C2=C(c3ncc(OC)o3)C(=O)c3c(ncc(C#N)c3C#N)C2=O)o1,,1.34
train,1373,JGPGASBZHWKLPB-UHFFFAOYSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(c1ccc(Cl)[nH]1)=CC2=O,,1.64
train,3186,VYGAONHRDDKQJD-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C(c1ncco1)=C(c1ncco1)C2=O,,2.21
train,2857,SDMHUVIKMAZGCE-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(n1ccc3ccccc31)=C(n1ccc3ccccc31)C2=O,,1.32
train,325,CBEIAUIMJMKJQM-UHFFFAOYSA-N,O=C1C(c2nnc(S)nn2)=C(c2nnc(S)nn2)C(=O)c2nccnc21,,2.37
train,1629,KIVAWMCHLPTRQE-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C=C(c1ncc([N+](=O)[O-])s1)C2=O,,3.05
train,5408,CQVROWGRBGMFPR-UHFFFAOYSA,C=NSc1ccc2c(c1)oc(=O)c1c(-c3nnc(C#N)nn3)c3ccccc3cc12,,1.45
train,3046,USCGREFYJGSXIN-UHFFFAOYSA-N,COc1ncc(C2=C(c3cnc(OC)[nH]3)C(=O)c3nc(OC)c(OC)nc3C2=O)[nH]1,,0.72
train,5120,NOIIZLIDUNVRTP-UHFFFAOYSA,Cc1cc(N2c3ccccc3N(c3cccc(Cl)c3)c3ccccc32)c[nH]1,,0.05
train,3448,XDDCXRLLZUVRFS-UPHRSURJSA-N,N#CC=CC1=CC(=O)c2nc(C#N)c(C#N)cc2C1=O,,3.22
train,1332,JAKUZIOQZMHQJS-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccc(Cl)cc1)=C(c1ccc(Cl)cc1)C2=O,,2.05
train,1339,JBPJMWKDTAJHIA-UHFFFAOYSA-N,Cc1cn(C2=C(n3cc(C)nn3)C(=O)c3ncc(C#N)cc3C2=O)nn1,,2.41
train,4076,DWPPXPFPPXHZNP-FMQUCBEESA-N,O=Cn1c(S)ccc1-c1ccc(N=Nc2ccc(-c3ccc(S)n3C=O)o2)o1,,0.5
train,4943,XECPDTPOJORBRT-UHFFFAOYSA-N,COc1ccc(-c2cc(C#N)cc(-c3ccc(OC)s3)c2C#N)s1,,-1.17
train,3010,UOOJHVRMEFBVOU-HAVNEIBRSA-N,COc1cnc2c(c1)C(=O)C(C=NC(F)(F)F)=CC2=O,,2.63
train,89,AMDJDRQUBZEGAB-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1cccs1)=C(c1cccs1)C2=O,,1.58
train,2414,OTCKJHMSTDUIFX-CIIODKQPSA-N,COC=CC1=C(C=COC)C(=O)c2nc(C#N)cnc2C1=O,,1.34
train,1571,KCQGUMASJIQBBX-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccc(F)s1)=C(c1ccc(F)s1)C2=O,,1.56
train,4746,RWHUXQJJEVRPRA-UHFFFAOYSA-N,O=Cn1c(S)ccc1C1(S)N=N1,,1.34
train,1405,JJRIZDRQIPPNNV-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ccccc1)C2=O,,2.24
train,3804,ZJOOATFURBDGEB-UHFFFAOYSA-N,CN(C)c1c[nH]c(C2=C(c3cc(N(C)C)c[nH]3)C(=O)c3nc(C#N)ccc3C2=O)c1,,0.27
train,3865,ZRJFIIZPSSDSBV-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(C1=CC=C(C#N)C1)=CC2=O,,1.98
train,4323,JESYQEFQSAIDRL-VHXPQNKSSA-N,N#Cc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(C#N)s4)[nH]3)[nH]2)s1,,0.41
train,3782,ZGRNSHRSZZCEMR-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(c1ccc(C(F)(F)F)n1C)=CC2=O,,1.9
train,4340,JQTYPAGRIIJCCU-UHFFFAOYSA-N,O=C1c2ccc(C3=CC=C(S)C3)cc2C(=O)c2cc(C3=CC=C(S)C3)ccc21,,1.07
train,2687,RKVMCAQAZITLKZ-UHFFFAOYSA-N,Cc1cn(C2=CC(=O)c3nc(C#N)c(C#N)nc3C2=O)nn1,,2.6
train,4663,PZOMTUSIDMWLSK-UHFFFAOYSA-N,N#Cc1cc(-c2nc(F)cs2)c(C#N)c(-c2nc(F)cs2)c1,,-0.66
train,3466,XFEONAZTODRUJS-UHFFFAOYSA-N,COc1ccc(C2=C(c3ccc(OC)n3C)C(=O)c3nc(C#N)c(C#N)nc3C2=O)n1C,,0.63
train,2624,QPGJAOMVRMAKSN-UPHRSURJSA-N,N#CC=CC1=CC(=O)c2ncc(C#N)c(C#N)c2C1=O,,3.21
train,778,GJIRNIHEHJYLKR-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccc(S)cc1)=C(c1ccc(S)cc1)C2=O,,1.54
train,4657,PWEMZVNUCQIDDW-VHXPQNKSSA-N,N#Cc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C#N)n4C=O)s3)s2)n1C=O,,1.05
train,2050,MZHPHEMGPHJLBD-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3nc(C#N)ccc3C2=O)o1,,1.66
train,3678,YTZFBHHLLZPSGK-UHFFFAOYSA-N,Cn1c(O)ccc1C1=C(c2ccc(O)n2C)C(=O)c2nc(C#N)cnc2C1=O,,0.57
train,3054,UTXJQYXZRACLKL-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(C#CCl)=CC2=O,,2.42
train,409,CMZGDYNQDLJOJS-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C=C(c1ncc(C)o1)C2=O,,2.0
train,3137,VCFDWUNZEOKEEZ-UHFFFAOYSA-N,CC(O)=Nc1ncc(C2=C(c3cnc(N=C(C)O)[nH]3)C(=O)c3nc(C#N)c(C#N)cc3C2=O)[nH]1,,0.83
train,1754,LOAWPYJYXZFOSN-UHFFFAOYSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(c1ncc([N+](=O)[O-])cn1)=C(c1ncc([N+](=O)[O-])cn1)C2=O,,3.16
train,650,FESLXTJBIMHNCH-UHFFFAOYSA-N,CN(C)c1nnc(C2=C(c3nnc(N(C)C)nn3)C(=O)c3nc(C#N)c(C#N)cc3C2=O)nn1,,1.88
train,411,CNFCYQRJBPHKNL-UHFFFAOYSA-N,COc1ccc(C2=CC(=O)c3nccnc3C2=O)nc1,,1.98
train,1303,IVTLFKKCZXXRHZ-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ccc(C(F)(F)F)s1)=CC2=O,,2.38
train,1787,LSQNFWBHTTXLGX-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(c1cc(F)c[nH]1)=C(c1cc(F)c[nH]1)C2=O,,1.2
train,5189,OHKUWBUYOWDFJP-UHFFFAOYSA,C#CON1c2ccccc2N(C(F)(F)F)c2ccccc21,,1.21
train,2966,UJTPAGLOIMHOGH-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C(c1ncc(O)cn1)=C(c1ncc(O)cn1)C2=O,,2.4
train,4112,FOQHCNMSSJDDTD-UHFFFAOYSA-N,N#Cc1cc(C#CO)c(C#N)c(C#CO)c1,,2.09
train,1165,IFDWRZFYCDFABX-UHFFFAOYSA-N,Cc1c[nH]c(C2=CC(=O)c3nc(C#N)ccc3C2=O)c1,,1.44
train,90,AMGSQRBTYUVMJT-UHFFFAOYSA-N,Cc1ccc(C2=C(c3ccc(C)s3)C(=O)c3ncccc3C2=O)s1,,1.28
train,1975,MPTXELSGRNXEDD-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=CC(=O)c3nccc(C#N)c3C2=O)nc1,,1.8
train,31,AEUJAKNTILPWHV-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1cnc(F)[nH]1)C2=O,,1.85
train,3629,XYRMERQSCKPZEO-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc(S)cn1)=C(c1ccc(S)cn1)C2=O,,1.77
train,5308,PZGFQSCUTNXOOM-UHFFFAOYSA,Oc1ccc([nH]1)c1ccc(cc1)N1c2ccc(cc2C(c2c1ccc(c2)c1ccc(cc1)c1cc[nH]c1)(C)C)c1ccc(cc1)C1=NN=[C](=N[N]1)OC(F)(F)F,,0.64
train,4533,NCDMQYQHPCGCCS-UHFFFAOYSA-N,c1csc(C2N=N2)c1,,1.73
train,4963,XOWBFOLEPIDIHX-UHFFFAOYSA-N,Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C)n4C=O)ccc2C3=O)n1C=O,,1.42
train,4407,KTOKHRZFCPOKGT-UHFFFAOYSA-N,Fc1nnc(C2(F)N=N2)nn1,,3.05
train,5341,FFVRQNDHLOABKC-UHFFFAOYSA,Cc1ccc(-c2ccc3c(c2)C(C)(C)c2cc(-c4ccc(F)cc4)ccc2N3c2ccc(C(F)(F)F)cc2)cc1,,0.75
train,4828,UOLWBYCRPRFVKR-ISLYRVAYSA-N,SC#Cc1ccc(N=Nc2ccc(C#CS)cc2)cc1,,1.3
train,4975,XWINHINTUGRJJI-UHFFFAOYSA-N,Cc1cnc(-c2cc(C#N)cc(-c3ncc(C)o3)c2C#N)o1,,-0.96
train,2640,QWFVYYWJKLBMLC-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1ncc(Cl)s1)=C(c1ncc(Cl)s1)C2=O,,1.91
train,4897,WHSJFSWUVLXVTP-UHFFFAOYSA-N,FC(F)(F)OC=CC1(OC(F)(F)F)N=N1,,2.58
train,136,AQLPHAVJTIZXLQ-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(c1ncc(OC(F)(F)F)s1)=CC2=O,,2.12
train,5440,JEWLKWRLQHVUED-UHFFFAOYSA,O=c1oc2cc(-c3cccc(S)c3)ccc2c2cc3ccccc3c(-c3ccc(OC(F)(F)F)o3)c12,,1.5
train,103,ANOQDCSITIOSDY-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ccc(Cl)o1)C2=O,,1.76
train,4541,NGEYNIDQBALANX-OCEACIFDSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)s4)s3)s2)s1,,0.86
train,916,HAQIMPATVYAJOX-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C=C(c1nnc(OC(F)(F)F)nn1)C2=O,,2.71
train,1061,HUESOJOKVUZGTA-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1cc(O)c[nH]1)=C(c1cc(O)c[nH]1)C2=O,,0.83
train,2405,ORVKHOBFAJVIEO-UHFFFAOYSA-N,N#Cc1ccc(C2=C(c3ccc(C#N)n3C=O)C(=O)c3nccnc3C2=O)n1C=O,,2.23
train,3605,XWDKFCJPTHHPCH-UHFFFAOYSA-N,N#Cc1cnc(C2=CC(=O)c3nccc(C#N)c3C2=O)s1,,2.68
train,1547,JZWOHHYNOTZMNZ-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=C(c3ccc(N=C(C)O)cc3)C(=O)c3nc(C#N)cnc3C2=O)cc1,,1.49
train,3359,WSZISYQHIDJJGO-UHFFFAOYSA-N,N#Cc1coc(C2=CC(=O)c3nc(C#N)c(C#N)cc3C2=O)n1,,2.92
train,2284,OCZRZFRLLBURCX-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C(C1=CC=C(Cl)C1)=C(C1=CC=C(Cl)C1)C2=O,,1.21
train,2796,RXHQHSQRDNMFCM-UHFFFAOYSA-N,COc1ccc(C2=CC(=O)c3ncc(C#N)nc3C2=O)[nH]1,,1.19
train,5201,SNQBSRPEIPXQPY-UHFFFAOYSA,C=NCN1c2ccccc2N(c2cnc(Cl)nc2)c2ccccc21,,1.04
train,4855,VFZRSEVIRWTEIO-FLWNBWAVSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)cn4)s3)s2)nc1,,1.05
train,1650,KLVUJPPJFONWBX-UHFFFAOYSA-N,COc1ccc(C2=CC(=O)c3nccnc3C2=O)s1,,1.47
train,2899,SIVRFSZJCNVBSC-UHFFFAOYSA-N,O=C1C(c2nnc(OC(F)(F)F)nn2)=CC(=O)c2ncccc21,,2.61
train,22,ADEVWSHVRHUQHM-UHFFFAOYSA-N,CC1=CC=C(C2=CC(=O)c3nccc(C#N)c3C2=O)C1,,1.29
train,3079,UWIFZGDZVWCULX-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ncc(O)cn1)=CC2=O,,2.54
train,3479,XGTAHSYGBDDDDK-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C=C(c1ccc(Cl)cc1)C2=O,,2.33
train,797,GMSRLLRRZWSBKR-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(C1=CC=C(OC(F)(F)F)C1)=C(C1=CC=C(OC(F)(F)F)C1)C2=O,,1.13
train,4527,MZMKKUGPMQLOMG-FLWNBWAVSA-N,FC(F)(F)c1cnc(-c2ccc(N=Nc3ccc(-c4ncc(C(F)(F)F)s4)cc3)cc2)s1,,1.51
train,5078,ZSDOCOXSBBIHBE-WCWDXBQESA-N,Cn1cccc1-c1ccc(N=Nc2ccc(-c3cccn3C)cc2)cc1,,0.94
train,445,CTRDSLWKUGLYAY-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C=C(c1ccc(Cl)o1)C2=O,,1.81
train,1162,IEXWPOCIFMLPBS-UPHRSURJSA-N,N#CC=CC1=CC(=O)c2nc(C#N)cnc2C1=O,,3.16
train,3908,AFVMCDTWPLMQCF-HSFFGMMNSA-N,N#CC=Cc1ccc2c(c1)C(=O)c1cc(C=CC#N)ccc1C2=O,,2.55
train,2150,NKVAUWUEICEPSA-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(n1cc(S)nn1)=CC2=O,,2.14
train,1977,MQAQOPDDIGNELL-UHFFFAOYSA-N,CC(O)=NC1=CC=C(C2=CC(=O)c3nc(C#N)cnc3C2=O)C1,,0.98
train,4237,HUYVLLDGZAKITM-FMQUCBEESA-N,O=S1(=O)C(F)=CC=C1c1ccc(N=Nc2ccc(C3=CC=C(F)S3(=O)=O)s2)s1,,1.28
train,1449,JOIGQYDJLRMOSI-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(n1cc(Cl)c3ccccc31)=C(n1cc(Cl)c3ccccc31)C2=O,,1.36
train,4104,FLRPEPFPWMZKJY-UHFFFAOYSA-N,Oc1cnc(C2(O)N=N2)nc1,,2.24
train,4016,CNTZVJORLKGWJZ-UHFFFAOYSA-N,N#Cc1ncc(C2(C#N)N=N2)[nH]1,,2.58
train,95,AMUUVSGAEWBSTC-GLIMQPGKSA-N,COc1nc2c(nc1OC)C(=O)C(C=CC#N)=C(C=CC#N)C2=O,,2.36
train,5364,QJFRCBNDBUCZDG-HSRNTDFQSA,CC1=CC(c2ccc(N3c4ccc(-c5ccc(/C=N\C#N)cc5)cc4C(C)(C)c4cc(-c5ccc(-c6cc(C)[nH]n6)cc5)ccc43)cc2)=CS1(=O)=O,,0.86
train,1744,LMNJGTZCUQRKDX-ARJAWSKDSA-N,N#Cc1ccc2c(n1)C(=O)C=C(C=COC(F)(F)F)C2=O,,2.55
train,4070,DTJBCVXBRQXSPJ-QJUDHZBZSA-N,CON=Cc1ccc2c(c1)C(=O)c1cc(C=NOC)ccc1C2=O,,2.14
train,305,BYMKLUIBOZOGMS-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ccc(F)cc1)=CC2=O,,2.37
train,2912,SKEBXAVIVQGGHS-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(c1nnc(O)nn1)=CC2=O,,2.4
train,3291,WLKQGHLAFXHKDS-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1cc(OC(F)(F)F)c[nH]1)C2=O,,1.71
train,1208,IKZKPKRXSSVPKA-UHFFFAOYSA-N,O=C1C(c2ccc([N+](=O)[O-])cn2)=CC(=O)c2ncccc21,,3.0
train,2185,NONRKJLKKHMQFR-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1nc([N+](=O)[O-])co1)=CC2=O,,2.44
train,1160,IEVRVBGDLUKNLQ-UHFFFAOYSA-N,COc1ccnc2c1C(=O)C(c1ncc(OC(F)(F)F)s1)=CC2=O,,2.16
train,2329,OJFSGRLVLXRNHK-UHFFFAOYSA-N,CN(C)c1cnc(C2=CC(=O)c3ncccc3C2=O)s1,,0.97
train,4506,MSRWQLFVIGKNSX-UHFFFAOYSA-N,Sc1ncc(C2(S)N=N2)[nH]1,,1.46
train,4249,HZNVMDNUFYWAFJ-FMQUCBEESA-N,Fc1nnc(-c2ccc(N=Nc3ccc(-c4nnc(F)nn4)cc3)cc2)nn1,,1.97
train,4169,GORPVCDQCLQTHL-DPKLHXOTSA-N,N=Cc1ccc(N=Nc2ccc(C=N)cc2)cc1,,1.57
train,4288,IOHSENADRIONCF-UHFFFAOYSA-N,COc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(OC)s4)ccc2C3=O)s1,,1.26
train,3109,UZPLEPBQSFWOKM-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc(Cl)[nH]1)=C(c1ccc(Cl)[nH]1)C2=O,,1.05
train,3385,WWAOOBAZDCNQOF-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ccc(C(F)(F)F)cc1)=C(c1ccc(C(F)(F)F)cc1)C2=O,,2.52
train,1780,LSGRLHQKWICHJB-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1cc([N+](=O)[O-])c[nH]1)=CC2=O,,2.15
train,2674,RJPUVNWRUNVWJQ-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ncc(Cl)s1)C2=O,,2.08
train,1470,JRYOTNQUGRAEHO-UHFFFAOYSA-N,CN(C)c1nccn1C1=CC(=O)c2nccnc2C1=O,,0.96
train,4577,OBWLDFQPPSNMJS-OCEACIFDSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)s4)o3)o2)s1,,0.74
train,1875,MCWPDLPJYBZRFB-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc(F)n1C=O)=C(c1ccc(F)n1C=O)C2=O,,1.48
train,3815,ZLGFVJJRNMFBDD-UHFFFAOYSA-N,Cc1ccc(C2=C(c3ccc(C)cn3)C(=O)c3nc(C#N)cnc3C2=O)nc1,,2.05
train,4627,PANPSQAOXIJIMP-UHFFFAOYSA-N,O=C1c2ccc(-c3nc(F)co3)cc2C(=O)c2cc(-c3nc(F)co3)ccc21,,2.15
train,2688,RKVOYLNGJLOAQR-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C=C(c1nccs1)C2=O,,2.21
train,857,GUFUITHLJVOYHN-UHFFFAOYSA-N,CN(C)c1csc(C2=CC(=O)c3nc(C#N)c(C#N)cc3C2=O)n1,,1.01
train,3756,ZDOIBNZLHGCLJB-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1ccc(Cl)s1)=CC2=O,,2.0
train,1800,LUEMJUPRCNMDFE-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(C#C[N+](=O)[O-])=C(C#C[N+](=O)[O-])C2=O,,3.4
train,1313,IWXSTZOGNACUPV-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1nc(Cl)co1)=C(c1nc(Cl)co1)C2=O,,2.26
train,5499,WLNFLGTUXYTNAK-UHFFFAOYSA,Cc1ccc(-c2c3ccccc3cc3c2c(=O)oc2cc(S)ccc23)o1,,1.23
train,4489,MIIAYZFCAJVJNG-OCEACIFDSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)o4)o3)o2)o1,,0.81
train,1880,MDMIFGZIUINBIJ-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ccc(S)n1C=O)C2=O,,1.64
train,4295,IQJQNCVMTQSAEI-UHFFFAOYSA-N,N#Cc1cc(-c2cnc(Cl)[nH]2)c(C#N)c(-c2cnc(Cl)[nH]2)c1,,-0.88
train,2558,PQNVGSOIADTDJV-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ccc(C(F)(F)F)cc1)C2=O,,2.82
train,4623,OXUHTKDSGIJJDH-UHFFFAOYSA-N,N#Cc1cc(-c2ccc(F)s2)c(C#N)c(-c2ccc(F)s2)c1,,-0.98
train,4908,WQCJHDAKUJEHEI-VHXPQNKSSA-N,Sc1ncc(-c2ccc(N=Nc3ccc(-c4cnc(S)[nH]4)cc3)cc2)[nH]1,,0.94
train,2019,MUWCCVNSEOFSSL-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1cc(Cl)c[nH]1)=CC2=O,,1.63
train,5305,OXZQMMIQOREXHT-UHFFFAOYSA,CC1(C)c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2N(c2ccc(OC(F)(F)F)cc2)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc21,,0.85
train,957,HGAOLUTYHKQTDJ-UHFFFAOYSA-N,CC(O)=Nc1csc(C2=CC(=O)c3nc(C#N)cc(C#N)c3C2=O)n1,,1.62
train,2190,NPFMFILJHUPZMO-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1ccc([N+](=O)[O-])n1C=O)=CC2=O,,2.69
train,4061,DOYKZRSTVHQBTJ-UHFFFAOYSA-N,COc1ccc(-c2cc(C#N)cc(-c3ccc(OC)cc3)c2C#N)cc1,,1.69
train,3723,YZJGGOGBUGBBLZ-LNKIKWGQSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(C=NS)=CC2=O,,2.44
train,5285,GOACLLBMEUUEDS-UHFFFAOYSA,CC1(C)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccc(-c4ccccc4)cc3)cc21,,0.68
train,1719,LJVDVKNAZUDPOP-WPXFVRNCSA-N,N#Cc1ccc2c(n1)C(=O)C(C=NO)=C(C=NO)C2=O,,2.71
train,591,DXTHZOXXRIDRTF-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ccc(O)cn1)=CC2=O,,2.15
train,5422,GQNAOJWTNOSXJO-UHFFFAOYSA,N#Cc1cccc(-c2ccc3c(c2)oc(=O)c2c(-c4csc(S)c4)c4ccccc4cc23)n1,,1.41
train,887,GXBOVMAFULDXJR-UHFFFAOYSA-N,C#CC1=CC(=O)c2nc(C#N)ccc2C1=O,,3.15
train,4341,JRCLSXPISYNIOZ-DQRAZIAOSA-N,Sc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(S)o4)cc3)cc2)o1,,1.29
train,1842,LZBHIZJFTBWNBP-UHFFFAOYSA-N,CN(C)c1c[nH]c(C2=CC(=O)c3nc(C#N)cc(C#N)c3C2=O)c1,,0.72
train,2758,RSTFWOJXVNBKNP-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc(O)[nH]1)=CC2=O,,1.18
train,5441,JGUMXKCJLKWHRY-UHFFFAOYSA,COc1nc(-c2c3ccccc3cc3c2c(=O)oc2cc(CO)ccc23)cs1,,1.45
train,509,DNNKBXFGQLVPHD-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C=C(c1cc(F)c[nH]1)C2=O,,1.64
train,4669,QHSOOYGDUFCIRX-OCEACIFDSA-N,FC(F)(F)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C(F)(F)F)s4)o3)o2)s1,,0.97
train,828,GQUQJYOWIWIEMR-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1nnc(N=C(C)O)nn1)=CC2=O,,1.95
train,5133,SESVDCWNTFEAMJ-UHFFFAOYSA,N#Cc1nc(N2c3ccccc3N(c3ccncn3)c3ccccc32)cs1,,0.58
