split,global_index,inchi_key,smiles,formula,target_value
train,4268,IFYHNYKYIHTFJI-UHFFFAOYSA-N,O=C1c2ccc(-c3nc([N+](=O)[O-])co3)cc2C(=O)c2cc(-c3nc([N+](=O)[O-])co3)ccc21,,2.65
train,4909,WQDIPKCGQINSES-UHFFFAOYSA-N,N#Cc1cc(-c2nnc(C#N)nn2)c(C#N)c(-c2nnc(C#N)nn2)c1,,2.83
train,637,FCQZSNOFNZWQPJ-UHFFFAOYSA-N,O=C1C(n2ccnc2OC(F)(F)F)=C(n2ccnc2OC(F)(F)F)C(=O)c2ncccc21,,2.1
train,2370,ONGGIUJCKDXMNG-FZSIALSZSA-N,CN=CC1=CC(=O)c2ncc(C#N)c(C#N)c2C1=O,,2.44
train,3258,WHHOOMUFDAAFBJ-UHFFFAOYSA-N,Cn1c(F)ccc1C1=C(c2ccc(F)n2C)C(=O)c2nc(C#N)ccc2C1=O,,1.07
train,4063,DOZPJUPFZVZAKW-UHFFFAOYSA-N,N#Cc1cc(-c2ccc(F)o2)c(C#N)c(-c2ccc(F)o2)c1,,1.56
train,3485,XHWDQHOAYYSGBF-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1ncc(O)s1)=CC2=O,,1.66
train,2063,NAGRFIBLYQIMEP-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3nc(C#N)c(C#N)nc3C2=O)nc1,,2.48
train,2187,NOVCKBVHKSVEAD-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C=C(c1cnc[nH]1)C2=O,,2.04
train,4876,VSDMXBXEQMWKHG-OCEACIFDSA-N,Fc1c[nH]c(-c2ccc(N=Nc3ccc(-c4cc(F)c[nH]4)cc3)cc2)c1,,1.03
train,308,BYNSYQDWFBGIEF-UHFFFAOYSA-N,O=C1C=C(c2nc(F)co2)C(=O)c2nccnc21,,2.41
train,5465,NZAKHLRKAPOMEV-UHFFFAOYSA,O=Cn1cc(-c2c3ccccc3cc3c2c(=O)oc2cc(-c4ccsc4C(F)(F)F)ccc23)cc1[N+](=O)[O-],,1.6
train,2593,QLVXDNJRCTYCLL-UHFFFAOYSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(c1cccn1C=O)=CC2=O,,2.04
train,1374,JGRMZTLGIPBJCU-UHFFFAOYSA-N,CN(C)C#CC1=C(C#CN(C)C)C(=O)c2ncccc2C1=O,,0.71
train,1461,JQIGBJNFWXVDEM-OUQXQEBOSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(C=NO)=C(C=NO)C2=O,,2.63
train,3094,UXRLGFPVHNJHAS-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ncc(C(F)(F)F)o1)=CC2=O,,2.92
train,3946,AYECXPYIIQPIDX-FMQUCBEESA-N,Sc1ncc(-c2ccc(N=Nc3ccc(-c4cnc(S)[nH]4)s3)s2)[nH]1,,0.68
train,1347,JCMJDDAGTRKCKB-NSCUHMNNSA-N,COc1cnc2c(c1)C(=O)C(C=C[N+](=O)[O-])=CC2=O,,2.55
train,3671,YSTMKCPAQWAEJF-UHFFFAOYSA-N,Cc1csc(C2=C(c3nc(C)cs3)C(=O)c3ncccc3C2=O)n1,,1.65
train,2923,SLOLTWBZYKJVQU-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C(c1ccc([N+](=O)[O-])s1)=C(c1ccc([N+](=O)[O-])s1)C2=O,,2.39
train,847,GTFYCTXPMOSZHQ-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(C1=CC=C(C(F)(F)F)S1(=O)=O)=C(C1=CC=C(C(F)(F)F)S1(=O)=O)C2=O,,2.88
train,1680,KQLXWUNUFYWXQD-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(C#C[N+](=O)[O-])=C(C#C[N+](=O)[O-])C2=O,,3.52
train,2080,NCDKUPCVFHGYBJ-UHFFFAOYSA-N,COc1ccnc2c1C(=O)C(c1nncnn1)=CC2=O,,2.27
train,3368,WTTKODJBBKHXIZ-UHFFFAOYSA-N,O=C1C(c2ccc(C(F)(F)F)s2)=CC(=O)c2ncccc21,,2.22
train,1361,JELHMZGVRWBKRL-UHFFFAOYSA-N,Cn1c(S)ccc1C1=CC(=O)c2ncc(C#N)c(C#N)c2C1=O,,1.23
train,3692,YVVJFLPXKICPQU-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1cc(C(F)(F)F)c[nH]1)=CC2=O,,2.05
train,3564,XQHDWCAMYXRLOT-IHWYPQMZSA-N,COc1cnc2c(n1)C(=O)C(C=CC#N)=CC2=O,,2.75
train,1710,LIRBWRFTCDELGC-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ccc(Cl)cn1)C2=O,,2.58
train,1818,LWFZHRWGZUHTEI-UHFFFAOYSA-N,COC1=CC=C(C2=CC(=O)c3nccnc3C2=O)S1(=O)=O,,1.97
train,597,DYOLLONXTUFUGG-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(c1nc(C)cs1)=CC2=O,,1.94
train,1692,KRIOJJFDFFWGMO-UHFFFAOYSA-N,N#CC#CC1=CC(=O)c2ncc(C#N)c(C#N)c2C1=O,,3.6
train,4190,GVVUIQWXEWFLHB-DQRAZIAOSA-N,COc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(OC)o4)[nH]3)[nH]2)o1,,0.01
train,3181,VXMYNIFSLOYEIE-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc[nH]1)=C(c1ccc[nH]1)C2=O,,0.99
train,1161,IEXDZEXEVZKJES-IHWYPQMZSA-N,COC=CC1=CC(=O)c2nc(C#N)c(C#N)nc2C1=O,,1.95
train,2940,UGTDLMKYGGZUIM-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1ccc(C(F)(F)F)cn1)=CC2=O,,2.93
train,4137,FYMRBULDMKUDIA-UHFFFAOYSA-N,N#Cc1cc(-c2nncnn2)c(C#N)c(-c2nncnn2)c1,,2.41
train,1383,JHLCPCHTVWUNPY-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1cc([N+](=O)[O-])c[nH]1)=C(c1cc([N+](=O)[O-])c[nH]1)C2=O,,1.83
train,3861,ZQZFYHYVLKYCKH-UHFFFAOYSA-N,N#Cc1nc2c(nc1C#N)C(=O)C(C1=CC=C(F)S1(=O)=O)=C(C1=CC=C(F)S1(=O)=O)C2=O,,2.47
train,3435,XBVWELPBRFQZOS-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C=C(C1=CC=C([N+](=O)[O-])C1)C2=O,,2.28
train,2736,RQHGVZPFJLBGPA-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1ccc([N+](=O)[O-])cn1)=C(c1ccc([N+](=O)[O-])cn1)C2=O,,2.43
train,3101,UYMOKPRQEHULRB-UHFFFAOYSA-N,O=C1C(c2ncc(OC(F)(F)F)cn2)=CC(=O)c2ncccc21,,2.67
train,2273,OBMJJMFVAHTVLZ-UHFFFAOYSA-N,COc1cn(C2=C(n3cc(OC)nn3)C(=O)c3c(C#N)ccnc3C2=O)nn1,,2.04
train,1935,MKJLIUAKCZIWII-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C(c1nnc(C)nn1)=CC2=O,,2.15
train,3013,UOUPRGXYHVYYEM-UHFFFAOYSA-N,O=C1C(c2ncc(F)s2)=CC(=O)c2ncccc21,,2.18
train,5356,MUPZXOBCUAKSRZ-UACWCTJZSA,C/N=C/c1ccc(-c2ccc3c(c2)C(C)(C)c2cc(-c4ccc(-c5cc([N+](=O)[O-])[nH]n5)cc4)ccc2N3c2ccc(C#C[N+](=O)[O-])cc2)cc1,,1.26
train,1642,KKPVHNHNIOSLRK-UHFFFAOYSA-N,COc1cnc(C2=C(c3ncc(OC)cn3)C(=O)c3nc(OC)cnc3C2=O)nc1,,2.2
train,1224,INAPYIUUXNMJIO-UHFFFAOYSA-N,COc1ccnc2c1C(=O)C(c1ccc([N+](=O)[O-])cc1)=CC2=O,,2.78
train,4817,UJBZLGCKTGMOBR-UHFFFAOYSA-N,Cn1c([N+](=O)[O-])ccc1C1([N+](=O)[O-])N=N1,,2.65
train,4150,GEGLKSWHMRVSLU-ISLYRVAYSA-N,c1csc(-c2ccc(N=Nc3ccc(-c4nccs4)s3)s2)n1,,1.15
train,3982,BNYRCTWYHQXEKB-ISLYRVAYSA-N,Sc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(S)s4)o3)o2)s1,,0.84
train,614,FARXVWSSAKXQLX-UHFFFAOYSA-N,CC(O)=Nc1c[nH]c(C2=CC(=O)c3ncc(C#N)cc3C2=O)c1,,1.18
train,4200,HBOYHZWBIROGJU-UHFFFAOYSA-N,CC1=CC=C(c2cc(C#N)cc(C3=CC=C(C)S3(=O)=O)c2C#N)S1(=O)=O,,2.33
train,3810,ZKKGBHHSRVQWLK-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C(c1ncc([N+](=O)[O-])o1)=C(c1ncc([N+](=O)[O-])o1)C2=O,,3.1
train,3246,WFNBHCCXKQRSIL-UHFFFAOYSA-N,CC(O)=Nc1cn(C2=CC(=O)c3nccnc3C2=O)c2ccccc12,,1.08
train,5450,LCVDPFIXBBYGQX-UHFFFAOYSA,O=c1oc2cc(-c3cccc(C(F)(F)F)c3)ccc2c2cc3ccccc3c(-c3coc(C(F)(F)F)c3)c12,,1.58
train,1402,JJINSXLHBAVUJU-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ccc(Cl)cc1)C2=O,,2.38
train,1670,KOXGJQQZYYZKCV-UHFFFAOYSA-N,COc1ccnc2c1C(=O)C(c1ncc(N=C(C)O)o1)=CC2=O,,1.49
train,522,DOKMJHQXGCRVJQ-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3ncc(C#N)c(C#N)c3C2=O)n1C=O,,1.72
train,5256,QRJLWLZVHQEQIT-UHFFFAOYSA,Clc1cc(N2c3ccccc3N(c3ccc(Cl)[nH]3)c3ccccc32)c[nH]1,,0.28
train,1987,MQUVLYMMRFPBSF-UHFFFAOYSA-N,Cc1ccc(C2=C(c3ccc(C)n3C=O)C(=O)c3c(C#N)ccnc3C2=O)n1C=O,,1.25
train,2864,SEMUHBINQULPOA-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(c1ccc(Cl)cn1)=C(c1ccc(Cl)cn1)C2=O,,2.36
train,2895,SHZGNRZLWNDQAJ-UHFFFAOYSA-N,CN(C)c1c[nH]c(C2=CC(=O)c3nc(C#N)c(C#N)cc3C2=O)c1,,0.73
train,2749,RRLADWJDLZUOSI-UHFFFAOYSA-N,O=C1C(C#CC(F)(F)F)=C(C#CC(F)(F)F)C(=O)c2nccnc21,,3.21
train,2291,ODXKTYLAVAIUPX-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C=C(C1=CC=CC1)C2=O,,1.7
train,1099,HXWGMPKIOJNGJF-UHFFFAOYSA-N,Cc1nccn1C1=C(n2ccnc2C)C(=O)c2ncccc2C1=O,,1.88
train,2099,NFAGQSRBEGZITD-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1cccn1C=O)C2=O,,1.89
train,2318,OHVMJYJKLMQBAJ-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ncc([N+](=O)[O-])o1)=CC2=O,,3.2
train,864,GVDOKKNMPMLMJI-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C(c1cnc(Cl)[nH]1)=C(c1cnc(Cl)[nH]1)C2=O,,1.66
train,4562,NWTQWQBAWLAPQC-HNPZLRBASA-N,CN=Cc1ccc(N=Nc2ccc(C=NC)s2)s1,,1.31
train,5202,SUEXPVSPMINHJU-UHFFFAOYSA,O=[N+]([O-])c1cccc(N2c3ccccc3Nc3ccccc32)n1,,0.39
train,3107,UZIIVTCBBZRLPW-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C=C(n1ccnn1)C2=O,,2.96
train,4458,LTCXPFKODGCDGQ-QPLCGJKRSA-N,N#Cc1cnc(-c2ccc(N=Nc3ccc(-c4ncc(C#N)s4)cc3)cc2)s1,,1.59
train,1632,KJEJSRSMWSAHTK-UHFFFAOYSA-N,CN(C)c1cnc(C2=C(c3ncc(N(C)C)s3)C(=O)c3nc(C#N)c(C#N)cc3C2=O)s1,,0.69
train,2096,NEUSYGQRKWKEMU-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C(c1ccc([N+](=O)[O-])[nH]1)=C(c1ccc([N+](=O)[O-])[nH]1)C2=O,,1.91
train,5090,ZYTPYKIUAUFVTI-BYYHNAKLSA-N,FC(F)(F)Oc1c[nH]c(-c2ccc(N=Nc3ccc(-c4cc(OC(F)(F)F)c[nH]4)o3)o2)c1,,0.66
train,1798,LUBKBHXXFFQPCC-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3ncc(C#N)c(C#N)c3C2=O)[nH]1,,1.44
train,3893,ZTVYVQHYYGIWFB-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(c1ccc([N+](=O)[O-])[nH]1)=C(c1ccc([N+](=O)[O-])[nH]1)C2=O,,2.04
train,2623,QPDRMEXBWOHFBK-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3nccc(C#N)c3C2=O)n1C=O,,1.69
train,5535,MUZOSNZPFDYGHI-UHFFFAOYSA,Oc1ncc(N2c3ccccc3Sc3ccccc32)o1,,0.94
train,1821,LWOHPYCGXSQOOR-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C(c1ccc(C#N)[nH]1)=CC2=O,,2.04
train,4211,HHJMACYXOVCELS-UHFFFAOYSA-N,Clc1ccc(C2(Cl)N=N2)[nH]1,,1.53
train,2682,RKQMQPTUXBKPAA-LFYBBSHMSA-N,COc1ccc2c(n1)C(=O)C=C(C=N[N+](=O)[O-])C2=O,,2.67
train,2614,QOFBCTQMTWYIQO-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(C#CN=C(C)O)C2=O,,1.99
train,1951,MNAHDZZGRBWDFL-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1cccs1)=CC2=O,,1.94
train,5550,ZEGFNJFBYHSIFM-UHFFFAOYSA,N#Cc1ncc(N2c3ccccc3Sc3ccccc32)o1,,1.12
train,3020,UPOIUJJUBKVFAS-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C(c1ccc(O)cn1)=C(c1ccc(O)cn1)C2=O,,1.85
train,3860,ZQWGBZQTTAKZGZ-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(C#CN(C)C)=CC2=O,,1.4
train,4835,USOZWLFFKKBOAI-UHFFFAOYSA-N,N#Cc1cc(-c2ccc(Cl)n2C=O)c(C#N)c(-c2ccc(Cl)n2C=O)c1,,-0.95
train,852,GTQFQWUGNSVFRJ-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C(c1nc(Cl)cs1)=C(c1nc(Cl)cs1)C2=O,,2.05
train,3220,WCXWNRLMCZEWFH-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1cnc(OC(F)(F)F)[nH]1)=CC2=O,,1.95
train,4826,UMJAUFVJNJCRFD-FMQUCBEESA-N,Fc1coc(-c2ccc(N=Nc3ccc(-c4nc(F)co4)s3)s2)n1,,1.3
train,350,CFGPSKNNRQCLTG-UHFFFAOYSA-N,COc1cnc2c(c1)C(=O)C(c1ccc(Cl)n1C)=CC2=O,,1.42
train,226,BPHVPUQLWIXWCZ-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(n1cc(Cl)nn1)=CC2=O,,2.36
train,673,FICJRGUSVFXTCY-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=C(c3ccc(N=C(C)O)cn3)C(=O)c3c(C#N)cc(C#N)nc3C2=O)nc1,,1.7
train,3901,ADNOQZQZUQQVRY-UHFFFAOYSA-N,CC1=CC=C(C2(C)N=N2)S1(=O)=O,,2.07
train,5045,ZAKRFRDSUVZKFH-UHFFFAOYSA-N,COc1cnc(-c2cc(C#N)cc(-c3ncc(OC)cn3)c2C#N)nc1,,-1.1
train,2788,RWJPMQJVYJXVFG-UHFFFAOYSA-N,COc1cnc2c(n1)C(=O)C=C(c1ncccn1)C2=O,,2.48
train,4544,NGYPRDGPTXUVCT-SFECMWDFSA-N,O=C1c2ccc(C=CO)cc2C(=O)c2cc(C=CO)ccc21,,1.61
train,3384,WVXZYHJOZIYPKX-UHFFFAOYSA-N,N#Cc1cnc2c(n1)C(=O)C=C(c1ncc(O)s1)C2=O,,1.82
train,921,HAXHJAJTCBMHIT-UHFFFAOYSA-N,N#Cc1csc(C2=CC(=O)c3ncccc3C2=O)n1,,2.57
train,1441,JNAQNVCGZAEJQV-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1ncc([N+](=O)[O-])cn1)=C(c1ncc([N+](=O)[O-])cn1)C2=O,,3.16
train,4805,UCLJIQXDFZZWRT-DQSJHHFOSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)o4)[nH]3)[nH]2)o1,,-0.28
train,4633,PGZGZMMUFGTCKT-UHFFFAOYSA-N,O=C1c2ccc(-c3cnc([N+](=O)[O-])[nH]3)cc2C(=O)c2cc(-c3cnc([N+](=O)[O-])[nH]3)ccc21,,2.26
train,661,FGEBSWLQCNBDTL-UHFFFAOYSA-N,O=C1C=C(C2=CC=C(F)C2)C(=O)c2nccnc21,,1.57
train,4039,DCXIMRSHMXAVHX-UHFFFAOYSA-N,c1ccc(C2N=N2)cc1,,2.06
train,2927,SLVGIBQTHMZPRJ-UHFFFAOYSA-N,COc1nccn1C1=CC(=O)c2ncc(C#N)c(C#N)c2C1=O,,1.65
train,5540,PRCUWBFSJFRYHF-UHFFFAOYSA,Clc1cccc(N2c3ccccc3Sc3ccccc32)c1,,0.67
train,3135,VCCZZLLCCBAEGX-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ncc(C(F)(F)F)o1)C2=O,,2.55
train,147,ARVGGZRWYGOHEV-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccccc1)=CC2=O,,2.38
train,5149,XPSHAJAKRKJYHE-UHFFFAOYSA,N#Cc1ccc(N2c3ccccc3Nc3ccccc32)o1,,0.45
train,649,FEQMYOLOEMZXMO-UHFFFAOYSA-N,N#CC1=CC=C(C2=C(C3=CC=C(C#N)C3)C(=O)c3nccnc3C2=O)C1,,1.74
train,1944,MMCXVULADCQZPF-UHFFFAOYSA-N,N#Cc1nnc(C2=C(c3nnc(C#N)nn3)C(=O)c3nc(C#N)c(C#N)cc3C2=O)nn1,,3.01
train,306,BYMLVSUDGJSNDH-UHFFFAOYSA-N,N#Cc1nc(C2=CC(=O)c3nc(C#N)c(C#N)nc3C2=O)c[nH]1,,2.52
train,1531,JYCWLKAMOWBMTL-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=CC(=O)c3nc(C#N)cnc3C2=O)nc1,,1.81
train,640,FCVJFPWICNTONR-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(c1nc(Cl)cs1)=CC2=O,,2.32
train,4887,VYTXQTVOWUMTJN-OCEACIFDSA-N,N#Cc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C#N)o4)cc3)cc2)o1,,1.63
train,4331,JKSPOQSFDZEWKR-UHFFFAOYSA-N,N#CC1=CC=C(C2(C#N)N=N2)S1(=O)=O,,3.08
train,4591,OGOPTHVOTNETCZ-OCEACIFDSA-N,FC(F)(F)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(C(F)(F)F)o4)s3)s2)o1,,1.14
train,2731,RPSKPPYDBLKKBH-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(c1nc(S)co1)=CC2=O,,1.9
train,1105,HYOYFAOPIDWAGX-SOSXVSKCSA-N,O=C1C(C=COC(F)(F)F)=C(C=COC(F)(F)F)C(=O)c2nccnc21,,2.11
train,504,DNABAMJMTDNXGX-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ncc(OC(F)(F)F)s1)=CC2=O,,2.25
train,4681,QNPGEIQDVNNHKR-FMQUCBEESA-N,c1c[nH]c(-c2ccc(N=Nc3ccc(-c4ccc[nH]4)s3)s2)c1,,0.59
train,4359,JYNPPXUFMJEUEV-UHFFFAOYSA-N,N#Cc1cc(-c2ccc(S)cn2)c(C#N)c(-c2ccc(S)cn2)c1,,-1.0
train,4285,IMTSNTVBEFDMAF-UHFFFAOYSA-N,C#CC1N=N1,,2.8
train,741,GDZABXTUVKTTJR-UHFFFAOYSA-N,CC(O)=NC1=CC=C(C2=CC(=O)c3ncc(C#N)nc3C2=O)S1(=O)=O,,1.78
train,578,DWAOEJUIXQLQIL-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ncc(C(F)(F)F)s1)C2=O,,2.5
train,3177,VXLLFJANJQORPX-UHFFFAOYSA-N,CC(O)=NC1=CC=C(C2=CC(=O)c3ncc(C#N)nc3C2=O)C1,,0.99
train,4782,SVXOPIFUBPCZBP-UHFFFAOYSA-N,Fc1cnc(C2(F)N=N2)o1,,2.57
train,1253,IQBJWNURDMOEBY-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ccc(C#N)n1C=O)C2=O,,2.49
train,1202,IKVRXPUOICCQIH-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1nc(C(F)(F)F)cs1)=C(c1nc(C(F)(F)F)cs1)C2=O,,2.39
train,356,CFPXYCVVVQJAHS-UHFFFAOYSA-N,O=C1C(C2=CC=C(Cl)C2)=CC(=O)c2ncccc21,,1.59
train,2514,PEQCBCZKDXSUOJ-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1ccc(S)[nH]1)=C(c1ccc(S)[nH]1)C2=O,,0.46
train,767,GHNFWULQXSKRHH-UHFFFAOYSA-N,CN(C)c1cnc(C2=CC(=O)c3nc(C#N)cnc3C2=O)s1,,1.09
train,3922,AMAZYTRMFZCCHA-UHFFFAOYSA-N,Oc1csc(C2(O)N=N2)n1,,1.75
train,1995,MSMVZEYYRTVBGN-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1nc(C#N)cs1)C2=O,,2.51
train,3682,YUMWYSLOXWDZLC-UHFFFAOYSA-N,Cn1c(F)ccc1C1=CC(=O)c2nccc(C#N)c2C1=O,,1.52
train,3383,WVTSCRGCSTUQAY-UHFFFAOYSA-N,COc1ccc(C2=C(c3ccc(OC)cc3)C(=O)c3ncc(C#N)cc3C2=O)cc1,,1.45
train,73,AJTCHZPCYKDCPV-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1cccn1C=O)C2=O,,2.03
train,4750,RZEPLTIXVRYMBD-VHXPQNKSSA-N,FC1=CC=C(c2ccc(N=Nc3ccc(C4=CC=C(F)C4)[nH]3)[nH]2)C1,,0.16
train,693,FKABSORWBKYBJU-UHFFFAOYSA-N,CC(O)=NC#CC1=C(C#CN=C(C)O)C(=O)c2nc(C#N)cnc2C1=O,,1.68
train,1078,HVXHHJKXBLWWBE-UHFFFAOYSA-N,N#Cc1cc(C#N)c2c(n1)C(=O)C=C(C1=CC=C([N+](=O)[O-])C1)C2=O,,2.48
train,1114,HZLSNPHLCFOTKA-UHFFFAOYSA-N,N#Cc1ccnc2c1C(=O)C(n1ccnc1Cl)=C(n1ccnc1Cl)C2=O,,2.21
train,1536,JYTDNNRIGXZDDP-ZPUQHVIOSA-N,O=C1C(C=CF)=C(C=CF)C(=O)c2nccnc21,,2.02
train,392,CJPXONCWLQVVAG-UHFFFAOYSA-N,COc1ccc2c(n1)C(=O)C=C(c1ccc[nH]1)C2=O,,1.41
train,3584,XTGVDEOPRPPKLP-UHFFFAOYSA-N,COc1nc2c(nc1OC)C(=O)C(c1nc(N(C)C)cs1)=C(c1nc(N(C)C)cs1)C2=O,,0.75
train,458,CVGYNNRDNPFFPW-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccc(Cl)cn1)=C(c1ccc(Cl)cn1)C2=O,,2.32
train,46,AGPJNCNOXIWDNX-UHFFFAOYSA-N,C#CC1=CC(=O)c2nccnc2C1=O,,2.99
train,822,GPZGDCPWGKLIFF-UHFFFAOYSA-N,CC(O)=Nc1ccc(C2=CC(=O)c3nc(C#N)cnc3C2=O)[nH]1,,1.18
train,846,GSZNXTOJWKXLFC-UHFFFAOYSA-N,N#Cc1ccc(C2=C(c3ccc(C#N)cn3)C(=O)c3c(ncc(C#N)c3C#N)C2=O)nc1,,2.84
train,3532,XMCGDELZMAYRNC-UHFFFAOYSA-N,N#Cc1cnc2c(c1)C(=O)C(c1ccco1)=CC2=O,,1.96
train,2502,PCVCFXAIPYDNAT-UHFFFAOYSA-N,CC(O)=NC#CC1=C(C#CN=C(C)O)C(=O)c2ncccc2C1=O,,1.6
train,5218,ACWAOANQXCZPTL-UHFFFAOYSA,c1ccc2c(c1)N(c1cncnc1)c1ccccc1N2c1ccncn1,,0.55
train,1607,KGGZRYZYKGCTIX-UHFFFAOYSA-N,O=C1C=C(c2ccc([N+](=O)[O-])s2)C(=O)c2nccnc21,,2.6
train,1541,JZGAAODOKBQSEI-UHFFFAOYSA-N,Cc1coc(C2=C(c3nc(C)co3)C(=O)c3nc(C#N)c(C#N)cc3C2=O)n1,,1.97
train,5003,YIACYVPXHITQHF-UHFFFAOYSA-N,Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(C)[nH]4)ccc2C3=O)[nH]1,,1.05
train,1206,IKYNJSNDUSKQMU-UHFFFAOYSA-N,N#Cc1cnc2c(c1C#N)C(=O)C(C1=CC=CS1(=O)=O)=C(C1=CC=CS1(=O)=O)C2=O,,2.53
train,3830,ZNNOWUABHKCZSO-UHFFFAOYSA-N,Cc1ccc(C2=CC(=O)c3ncc(C#N)cc3C2=O)o1,,1.67
train,2592,QLRATRXJLHDULA-UHFFFAOYSA-N,N#Cc1cc2c(nc1C#N)C(=O)C=C(c1ncc(Cl)cn1)C2=O,,2.73
train,2189,NPDXXMGZOYOJPY-UHFFFAOYSA-N,N#Cc1ccc2c(n1)C(=O)C(n1cc(O)nn1)=C(n1cc(O)nn1)C2=O,,2.39
train,3461,XEROUQFKNQRIDK-UHFFFAOYSA-N,N#Cc1ccc(C2=C(c3ccc(C#N)cc3)C(=O)c3nccnc3C2=O)cc1,,2.49
train,4602,OLDPXWMLFMJAPZ-MYUULXRZSA-N,N=Cc1ccc(N=Nc2ccc(C=N)o2)o1,,1.23
train,568,DUGYJPHYJZTOOR-UHFFFAOYSA-N,COc1cc(OC)c2c(n1)C(=O)C=C(c1ncc([N+](=O)[O-])s1)C2=O,,2.52
train,2202,NQTOTEVAQKRRTI-UHFFFAOYSA-N,COc1ccc(C2=CC(=O)c3nccc(OC)c3C2=O)nc1,,1.95
train,5002,YHOUQSZZMVUWIG-QVIHXGFCSA-N,FC(F)(F)Oc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(OC(F)(F)F)o4)cc3)cc2)o1,,1.32
train,4088,FEGCFUYWUZVGBH-OCEACIFDSA-N,Cn1c(F)ccc1-c1ccc(N=Nc2ccc(-c3ccc(F)n3C)cc2)cc1,,0.92
