fraction,n_train,n_val,repeat,seed,MAE,RMSE,R2,Spearman,MedAE,best_epoch,n_epochs_run
0.05,9,1,1,42,0.676019124686718,0.865574925152553,-0.028073783750233394,0.1666666666666667,0.5193946361541748,1,2
